117
140 141 880 0
138 139 934 0
136 137 920 0
5 135 869 0
139 140 917 0
135 136 883 0
137 138 938 0
141 1 876 0
158 159 1363 0
206 207 1537 0
204 205 1584 0
202 203 1534 0
142 143 1304 0
151 15 1357 0
14 150 1358 0
143 14 1299 0
201 4 1523 0
150 151 1366 0
199 200 1624 0
159 8 1361 0
197 198 1657 0
13 142 1300 0
127 128 886 0
128 13 872 0
125 126 930 0
126 127 925 0
123 124 912 0
124 125 926 0
9 158 1354 0
8 42 1 0
42 43 13 0
43 5 8 0
2 122 873 0
122 123 881 0
120 121 897 0
121 2 874 0
118 119 1048 0
119 120 1018 0
116 117 1044 0
117 118 1046 0
114 115 1040 0
115 116 1042 0
112 113 1036 0
113 114 1038 0
195 196 1653 0
193 194 1649 0
191 192 1645 0
192 193 1647 0
189 190 1641 0
190 191 1643 0
187 188 1637 0
188 189 1639 0
185 186 1619 0
186 187 1633 0
3 184 1524 0
184 185 1542 0
182 183 1545 0
183 3 1525 0
180 181 1726 0
181 182 1721 0
178 179 1731 0
179 180 1729 0
176 177 1736 0
177 178 1734 0
174 175 1741 0
175 176 1739 0
172 173 1746 0
173 174 1744 0
170 171 1751 0
171 172 1749 0
168 169 1756 0
169 170 1754 0
166 167 1761 0
167 168 1759 0
164 165 1766 0
165 166 1764 0
207 12 1521 0
12 86 105 0
86 87 121 0
87 88 232 0
88 89 264 0
89 90 262 0
90 91 260 0
91 92 258 0
92 93 256 0
93 94 254 0
94 95 252 0
95 96 250 0
96 97 248 0
97 98 246 0
98 99 244 0
99 100 242 0
100 101 238 0
101 102 223 0
102 103 126 0
103 9 112 0
1 104 875 0
104 105 892 0
105 106 1012 0
106 107 1022 0
107 108 1026 0
108 109 1028 0
109 110 1030 0
110 111 1032 0
111 112 1034 0
196 197 1655 0
194 195 1651 0
198 199 1659 0
205 206 1567 0
200 201 1549 0
203 204 1558 0
4 202 1522 0
15 160 1526 0
160 161 1570 0
161 162 1772 0
162 163 1770 0
163 164 1768 0
95
5 16 892 7 0
16 17 911 25 0
17 18 970 35 0
18 19 988 49 0
19 20 986 56 0
20 21 984 65 0
21 22 982 73 0
22 23 980 82 0
23 24 978 90 0
25 24 102 976 0
27 26 19 967 0
26 25 37 974 0
6 27 6 932 0
134 6 1346 930 0
29 28 9 1352 0
132 133 1380 926 0
133 134 1357 928 0
130 131 1374 922 0
131 132 1390 924 0
6 28 1347 5 0
129 13 893 1345 0
7 29 4 1340 0
130 129 899 1365 0
149 7 1465 1341 0
147 148 1448 1376 0
44 9 117 1399 0
46 45 155 1548 0
48 47 172 1536 0
50 49 168 1520 0
52 51 164 1504 0
54 53 152 1488 0
10 55 116 1453 0
145 146 1432 1368 0
14 144 1403 1342 0
144 145 1416 1361 0
148 149 1460 1355 0
7 30 1472 3 0
30 31 1477 15 0
147 146 1383 1440 0
31 32 1485 42 0
32 33 1493 95 0
33 34 1501 87 0
34 35 1509 79 0
36 35 71 1517 0
38 37 55 1533 0
40 39 30 1555 0
8 41 2 1404 0
37 36 63 1525 0
39 38 44 1542 0
41 40 23 1419 0
45 44 123 1423 0
47 46 174 1545 0
49 48 170 1528 0
51 50 166 1512 0
53 52 160 1496 0
55 54 122 1480 0
156 157 1576 1449 0
57 56 135 1597 0
59 58 274 1709 0
61 60 280 1713 0
63 62 284 1717 0
65 64 288 1721 0
67 66 292 1725 0
69 68 296 1729 0
71 70 300 1733 0
73 72 140 1737 0
74 11 113 1661 0
76 75 147 1657 0
78 77 204 1653 0
80 79 200 1649 0
82 81 196 1645 0
84 83 144 1636 0
12 85 112 1564 0
154 155 1621 1433 0
152 153 1575 1412 0
15 152 1571 1400 0
153 154 1601 1426 0
155 156 1606 1441 0
157 10 1572 1451 0
10 56 1573 115 0
58 57 233 1673 0
60 59 278 1711 0
62 61 282 1715 0
64 63 286 1719 0
66 65 290 1723 0
68 67 294 1727 0
70 69 298 1731 0
72 71 224 1735 0
11 73 114 1739 0
75 74 125 1659 0
77 76 206 1655 0
79 78 202 1651 0
81 80 198 1647 0
83 82 192 1641 0
85 84 120 1582 0
